Materiale,Modulo_Young_MPa,Snervamento_MPa,Spessore_mm,Cava_V_mm,Raggio_Punzone_mm,Raggio_Matrice_mm,Angolo_Desiderato_deg,Corsa_Punzione_mm
Alluminio_6061_T6,67237.6,270.4,1.4,12,2.0,2.0,115.97,2.757
Alluminio_6061_T6,68924.4,269.9,5.6,40,4.0,1.0,88.84,15.913
Acciaio_Mite_S235,205215.5,234.4,7.2,60,3.0,2.0,140.29,9.978
Acciaio_Mite_S235,210995.5,240.0,5.7,50,3.0,2.0,107.84,15.742
Acciaio_Mite_S235,195366.5,252.8,7.1,60,2.0,1.5,159.0,5.306
Alluminio_6061_T6,70976.0,278.3,6.5,50,1.5,1.0,109.71,15.509
Acciaio_Inox_304,198413.5,273.6,4.7,40,2.0,1.0,150.85,5.021
Alluminio_6061_T6,68454.3,262.3,3.9,32,1.5,1.5,139.26,5.527
Alluminio_6061_T6,69378.4,266.7,2.7,20,4.0,1.5,151.88,2.245
Acciaio_Inox_304,194342.4,294.6,7.6,60,2.0,3.0,129.64,12.805
Acciaio_Mite_S235,211975.0,213.5,3.8,32,1.0,2.0,127.3,7.153
Alluminio_5052_H32,66634.7,196.0,5.3,40,1.0,1.0,146.86,5.666
Acciaio_Inox_304,193358.9,291.6,2.1,16,1.5,3.0,152.41,1.601
Acciaio_Mite_S235,211678.8,247.1,1.2,10,1.0,1.5,82.92,3.76
Acciaio_Mite_S235,212409.6,199.8,5.7,50,3.0,3.0,81.15,22.934
Acciaio_Inox_304,187155.5,293.4,3.9,32,2.0,1.0,106.76,10.249
Acciaio_Mite_S235,193974.9,236.4,4.3,32,3.0,2.0,85.05,13.098
Acciaio_Inox_304,197118.0,299.9,2.0,16,3.0,2.0,147.46,2.098
Alluminio_6061_T6,70465.6,280.5,6.9,60,1.0,3.0,134.32,11.727
Alluminio_6061_T6,68622.1,282.4,5.1,40,1.5,1.0,101.1,14.222
Alluminio_6061_T6,69390.2,271.0,5.6,40,2.0,3.0,112.75,11.126
Acciaio_Mite_S235,203055.5,237.8,1.1,8,3.0,1.5,150.06,0.81
Acciaio_Inox_304,183393.0,290.5,1.3,10,2.0,1.5,126.64,1.957
Acciaio_Mite_S235,204455.4,229.5,1.6,12,0.8,1.5,141.91,1.929
Acciaio_Inox_304,196886.9,273.0,5.7,50,3.0,1.0,122.46,12.289
Acciaio_Mite_S235,211353.5,235.4,2.7,20,3.0,1.0,105.52,5.895
Alluminio_6061_T6,67838.1,259.4,5.7,50,2.0,3.0,116.83,13.618
Acciaio_Mite_S235,215497.4,229.4,1.1,8,4.0,1.0,158.01,0.631
Alluminio_5052_H32,69972.1,190.3,2.5,20,4.0,1.5,143.45,2.809
Alluminio_5052_H32,69439.8,199.3,5.2,40,1.5,2.0,134.5,7.507
Alluminio_5052_H32,70938.5,194.2,3.9,32,3.0,3.0,147.59,4.14
Alluminio_6061_T6,67904.6,293.9,4.0,32,3.0,1.5,139.43,5.355
Acciaio_Inox_304,193019.4,301.9,3.0,24,3.0,2.0,92.05,8.604
Alluminio_6061_T6,69212.6,259.1,5.7,50,4.0,2.0,109.32,15.133
Alluminio_6061_T6,69296.6,289.6,4.4,32,1.5,2.0,140.84,5.288
Acciaio_Inox_304,191209.6,284.4,3.3,24,2.0,1.5,124.13,5.599
Alluminio_6061_T6,68303.1,255.5,2.7,20,2.0,1.0,86.9,7.995
Acciaio_Mite_S235,207911.6,232.2,3.5,24,2.0,3.0,85.37,9.064
Alluminio_5052_H32,74157.7,188.9,4.9,40,4.0,3.0,113.71,10.828
Acciaio_Mite_S235,206492.0,231.0,2.0,16,2.0,2.0,123.13,3.387
Alluminio_5052_H32,72612.5,182.3,6.4,50,1.0,2.0,96.25,19.302
Acciaio_Mite_S235,209370.8,245.5,1.1,8,1.0,2.0,107.44,2.009
Acciaio_Mite_S235,202577.9,250.7,1.8,16,1.5,1.5,146.71,2.228
Acciaio_Mite_S235,209941.9,229.0,4.1,32,0.8,1.5,149.1,4.156
Alluminio_5052_H32,68820.3,199.4,1.2,10,0.8,1.5,114.69,2.625
Acciaio_Inox_304,194549.7,291.4,2.3,20,4.0,1.5,132.21,3.807
Acciaio_Inox_304,196137.7,312.8,1.9,16,2.0,3.0,98.34,4.536
Alluminio_5052_H32,69612.3,177.3,1.9,16,1.0,2.0,138.54,2.606
Acciaio_Mite_S235,211836.4,218.5,2.1,16,3.0,3.0,122.55,3.285
Acciaio_Inox_304,183814.3,280.7,2.9,24,3.0,1.5,124.41,5.429
Acciaio_Mite_S235,214739.9,235.1,5.0,40,1.5,1.5,121.73,9.948
Acciaio_Mite_S235,215962.7,234.2,7.4,60,1.5,3.0,91.84,24.515
Alluminio_5052_H32,71773.3,183.7,7.8,60,0.8,1.5,139.92,10.331
Alluminio_5052_H32,68970.3,210.8,6.5,50,2.0,3.0,158.5,4.614
Acciaio_Mite_S235,210824.0,224.5,7.5,60,2.0,2.0,148.76,7.913
Acciaio_Mite_S235,206566.9,231.2,2.5,20,2.0,1.5,159.24,1.726
Acciaio_Mite_S235,213760.4,232.0,4.7,40,3.0,1.5,101.77,13.593
Alluminio_5052_H32,70244.9,192.2,5.2,40,1.0,2.0,118.84,10.534
Alluminio_6061_T6,69985.1,294.7,3.2,24,4.0,1.5,126.47,5.048
Alluminio_5052_H32,71644.5,179.5,4.9,40,1.0,1.0,156.24,4.103
Acciaio_Inox_304,192384.3,294.6,4.3,32,2.0,3.0,82.38,13.35
Alluminio_5052_H32,67990.4,197.4,6.2,50,3.0,1.0,155.33,5.035
Alluminio_5052_H32,67682.3,193.0,5.3,40,0.8,2.0,138.52,6.995
Acciaio_Inox_304,192842.2,289.1,3.4,24,1.0,1.5,124.6,5.522
Acciaio_Inox_304,196780.2,306.2,2.5,20,1.5,1.5,120.79,4.875
Alluminio_6061_T6,66995.8,271.3,4.1,32,1.5,3.0,108.01,9.48
Alluminio_5052_H32,72942.3,199.8,5.2,40,1.0,2.0,142.6,6.139
Alluminio_5052_H32,69719.6,186.1,7.0,60,1.5,3.0,129.28,13.042
Acciaio_Mite_S235,208573.4,249.3,4.6,40,2.0,1.0,124.68,9.54
Acciaio_Mite_S235,209211.9,212.6,4.3,32,0.8,2.0,112.93,9.23
Acciaio_Mite_S235,205568.1,214.3,3.2,24,1.0,1.0,135.02,4.616
Alluminio_6061_T6,68200.5,273.0,2.9,24,1.0,2.0,145.35,3.454
Acciaio_Mite_S235,212199.9,248.4,2.0,16,1.5,1.0,94.28,5.892
Alluminio_5052_H32,71487.1,172.3,3.8,32,2.0,1.5,135.22,5.897
Alluminio_5052_H32,70290.9,192.1,2.6,20,0.8,2.0,153.76,2.191
Alluminio_5052_H32,68189.0,187.1,4.0,32,0.8,2.0,143.97,4.798
Acciaio_Mite_S235,216852.9,237.7,5.3,40,2.0,1.0,134.24,7.924
Alluminio_5052_H32,70680.9,195.8,6.4,50,2.0,1.0,148.32,6.756
Acciaio_Mite_S235,212760.4,236.0,3.1,24,1.5,2.0,134.4,4.585
Acciaio_Inox_304,187626.7,305.6,7.0,60,0.8,1.5,82.35,29.491
Acciaio_Inox_304,188211.3,318.5,6.6,50,0.8,1.0,141.3,8.158
Acciaio_Inox_304,188090.2,311.2,1.8,16,1.5,1.5,127.49,3.377
Alluminio_5052_H32,70993.3,189.4,5.2,40,2.0,2.0,91.58,15.974
Acciaio_Inox_304,186632.5,293.9,1.9,16,1.0,1.5,107.33,4.813
Alluminio_5052_H32,70339.7,198.3,4.4,32,1.5,3.0,126.04,7.066
Acciaio_Inox_304,195703.5,266.7,2.4,20,1.0,1.0,128.33,4.429
Alluminio_5052_H32,69266.2,184.3,7.3,60,0.8,3.0,97.85,22.653
Alluminio_6061_T6,68132.4,282.2,5.4,40,1.0,1.5,152.17,4.742
Acciaio_Mite_S235,210852.2,235.7,1.2,10,0.8,3.0,124.94,1.911
Acciaio_Inox_304,196414.3,295.1,1.8,16,0.8,1.5,141.31,2.39
Acciaio_Inox_304,193570.4,301.8,3.6,32,0.8,2.0,110.88,9.618
Alluminio_6061_T6,70010.4,259.7,6.1,50,0.8,1.5,146.42,7.21
Acciaio_Mite_S235,207542.5,219.7,7.4,60,3.0,3.0,149.42,7.761
Acciaio_Mite_S235,211312.5,254.9,2.3,20,3.0,1.5,139.09,3.32
Acciaio_Mite_S235,206953.9,243.9,7.0,60,1.5,3.0,157.97,5.788
Alluminio_5052_H32,73531.0,192.1,1.7,12,3.0,1.5,84.56,3.724
Alluminio_5052_H32,68590.0,199.6,5.4,40,4.0,3.0,156.98,3.775
Alluminio_6061_T6,70533.1,280.5,1.7,12,1.5,1.5,145.59,1.628
Acciaio_Inox_304,193114.8,295.8,4.4,32,0.8,2.0,150.0,4.022
Alluminio_6061_T6,68484.2,270.1,7.6,60,1.0,3.0,82.34,28.308
Acciaio_Mite_S235,208468.9,252.0,5.6,40,1.0,3.0,144.37,5.924
Acciaio_Inox_304,197157.2,292.6,6.3,50,0.8,1.5,153.18,5.756
Acciaio_Mite_S235,203865.2,233.3,4.5,32,0.8,1.5,99.05,11.469
Alluminio_6061_T6,67537.9,275.6,2.7,20,3.0,2.0,113.6,5.131
Alluminio_6061_T6,69124.9,265.1,5.8,50,4.0,1.5,143.32,7.695
Alluminio_6061_T6,69630.9,293.3,1.7,12,0.8,1.5,153.81,1.361
Alluminio_6061_T6,67207.8,301.6,5.5,40,3.0,1.0,136.32,7.367
Acciaio_Mite_S235,214311.8,243.5,2.1,16,0.8,1.0,83.18,6.899
Acciaio_Mite_S235,214476.8,233.6,4.9,40,2.0,2.0,96.92,14.762
Alluminio_6061_T6,69116.2,293.7,1.9,16,1.0,2.0,98.87,5.281
Alluminio_6061_T6,68037.2,284.3,4.2,32,0.8,3.0,139.4,5.422
Acciaio_Inox_304,194263.2,297.7,7.2,60,1.0,1.5,90.37,25.82
Alluminio_5052_H32,68676.0,197.5,1.9,16,0.8,3.0,153.83,1.699
Acciaio_Inox_304,197769.2,306.9,7.3,60,1.5,2.0,109.68,18.808
Alluminio_5052_H32,69623.4,200.2,4.5,32,1.0,2.0,123.01,7.658
Alluminio_5052_H32,70045.4,204.4,3.5,24,0.8,1.0,98.28,8.755
Acciaio_Mite_S235,210997.2,229.5,4.8,40,3.0,3.0,127.32,8.624
Acciaio_Inox_304,193790.7,318.0,7.2,60,1.0,1.5,117.81,16.445
Acciaio_Inox_304,190271.5,301.4,3.8,32,4.0,2.0,133.14,5.969
Acciaio_Inox_304,190412.4,296.5,7.4,60,0.8,1.0,156.48,5.961
Alluminio_5052_H32,67975.3,195.8,2.9,24,0.8,1.0,121.03,6.031
Alluminio_6061_T6,68722.3,268.3,2.8,24,1.0,2.0,102.66,7.937
Acciaio_Inox_304,191383.4,314.1,6.7,50,4.0,1.0,105.72,16.053
Alluminio_5052_H32,68837.4,188.7,3.5,24,1.5,1.0,113.75,6.649
Acciaio_Mite_S235,210129.5,233.3,4.3,32,2.0,2.0,101.91,10.593
Acciaio_Mite_S235,202163.5,253.5,1.7,12,1.0,1.0,100.36,3.832
Acciaio_Mite_S235,207808.2,243.4,4.2,32,2.0,1.5,86.89,13.441
Alluminio_5052_H32,69328.7,193.4,7.1,60,0.8,1.5,117.29,16.546
Acciaio_Mite_S235,216178.8,237.4,6.1,50,1.0,2.0,106.27,16.634
Acciaio_Mite_S235,208231.1,223.8,3.0,24,0.8,3.0,132.15,4.652
Alluminio_5052_H32,70471.9,201.5,2.5,20,4.0,1.5,152.85,2.203
Alluminio_5052_H32,69811.2,201.2,7.3,60,1.0,3.0,121.56,15.086
Acciaio_Mite_S235,215610.7,217.2,7.3,60,0.8,3.0,116.34,16.727
Alluminio_5052_H32,70852.2,210.9,5.7,50,2.0,1.0,144.86,7.472
Alluminio_5052_H32,71745.5,199.3,3.0,24,1.0,2.0,153.94,2.592
Alluminio_6061_T6,69227.1,275.5,6.9,60,0.8,1.0,90.4,26.13
Alluminio_6061_T6,70514.5,265.1,5.5,40,0.8,2.0,115.11,11.05
Acciaio_Mite_S235,214007.0,233.2,1.4,12,3.0,1.0,110.75,3.051
Alluminio_6061_T6,68543.7,274.8,6.9,60,1.5,1.0,98.75,22.778
Alluminio_6061_T6,70489.7,286.4,5.8,50,2.0,1.5,116.75,13.727
Alluminio_6061_T6,69555.3,278.4,3.1,24,3.0,1.5,122.42,5.474
Acciaio_Mite_S235,209617.1,241.9,3.2,24,1.0,1.0,120.34,6.107
Alluminio_5052_H32,71317.3,192.1,7.8,60,0.8,3.0,83.2,27.798
Alluminio_5052_H32,69159.5,196.2,1.9,16,1.5,1.0,148.01,1.97
Acciaio_Mite_S235,213763.0,225.0,4.4,32,2.0,1.0,136.49,5.884
Acciaio_Mite_S235,207935.4,237.7,2.4,20,1.0,1.5,105.49,6.369
Alluminio_6061_T6,70544.0,297.6,5.8,50,0.8,1.5,93.57,20.578
Acciaio_Inox_304,191219.4,309.5,5.2,40,4.0,3.0,99.2,13.208
Alluminio_5052_H32,69627.3,201.0,5.9,50,2.0,1.0,116.23,13.979
Alluminio_5052_H32,69205.6,203.0,3.2,24,4.0,3.0,115.87,5.668
Alluminio_5052_H32,73013.6,189.1,4.3,32,4.0,3.0,112.84,8.364
Alluminio_6061_T6,69492.9,276.8,6.4,50,0.8,2.0,131.26,10.332
Alluminio_6061_T6,68500.2,286.4,6.9,60,2.0,2.0,106.35,19.851
Acciaio_Mite_S235,212325.4,235.7,1.2,10,2.0,1.0,105.53,2.667
Acciaio_Mite_S235,209733.8,227.8,6.3,50,1.0,1.5,123.63,12.25
Alluminio_5052_H32,69070.2,179.6,7.5,60,3.0,1.0,104.86,20.024
Alluminio_5052_H32,74440.7,200.6,2.3,20,4.0,3.0,99.0,5.735
Acciaio_Mite_S235,204696.6,242.8,6.3,50,0.8,3.0,98.57,18.32
Alluminio_5052_H32,69509.0,186.6,1.3,10,2.0,1.0,115.58,2.451
Acciaio_Mite_S235,210055.0,237.6,7.2,60,3.0,1.0,154.18,6.41
Acciaio_Mite_S235,211254.6,237.7,3.5,24,1.0,2.0,115.74,6.31
Acciaio_Inox_304,196684.6,328.6,5.9,50,4.0,1.5,87.2,20.976
Alluminio_5052_H32,70922.4,184.1,2.2,16,1.5,2.0,127.82,3.185
Alluminio_5052_H32,69172.8,192.3,5.5,40,3.0,1.5,144.25,5.876
Acciaio_Inox_304,184834.2,290.2,2.8,24,1.0,1.0,112.58,7.115
Alluminio_6061_T6,68422.9,284.4,2.3,20,2.0,2.0,123.41,4.525
Alluminio_5052_H32,70988.5,200.3,7.9,60,3.0,1.0,156.17,6.004
Acciaio_Inox_304,185635.6,291.0,4.7,40,2.0,1.0,153.18,4.517
Alluminio_5052_H32,69542.8,202.1,5.7,50,1.0,1.5,145.17,7.603
Acciaio_Mite_S235,210370.9,251.2,5.4,40,4.0,3.0,106.9,11.766
Acciaio_Inox_304,190221.0,280.3,3.9,32,4.0,3.0,133.5,5.962
Alluminio_5052_H32,72280.3,204.2,2.7,20,1.0,3.0,151.82,2.264
Acciaio_Inox_304,199135.7,301.2,5.8,50,3.0,1.0,100.73,17.865
Alluminio_5052_H32,71949.9,210.5,2.2,16,1.0,1.5,118.74,3.843
Alluminio_6061_T6,67216.1,269.6,1.6,12,4.0,1.0,120.72,2.465
Alluminio_6061_T6,69116.8,299.0,3.7,32,0.8,1.5,117.57,8.738
Alluminio_6061_T6,70518.0,293.2,6.1,50,1.0,1.0,101.63,18.115
Alluminio_5052_H32,68187.2,203.6,5.8,50,2.0,1.0,108.24,16.109
Alluminio_6061_T6,67218.2,291.9,1.9,16,2.0,2.0,112.56,4.143
Alluminio_6061_T6,70817.4,284.2,2.8,24,4.0,2.0,140.66,3.733
Alluminio_5052_H32,70900.1,178.5,6.9,60,0.8,2.0,137.59,10.955
Acciaio_Inox_304,186812.4,298.1,2.6,20,1.0,3.0,89.8,7.318
Acciaio_Mite_S235,210901.9,222.6,3.1,24,3.0,2.0,147.88,3.117
Acciaio_Mite_S235,211699.7,229.3,7.7,60,0.8,2.0,144.85,8.98
Alluminio_6061_T6,67797.5,283.0,4.3,32,1.0,1.5,149.42,4.169
Alluminio_5052_H32,70604.4,182.3,4.1,32,1.5,1.5,83.52,14.349
Acciaio_Mite_S235,210946.9,216.0,2.1,16,2.0,1.5,98.79,4.977
Alluminio_5052_H32,68720.6,209.3,7.5,60,1.0,1.5,89.68,26.069
Alluminio_6061_T6,68101.9,310.5,4.2,32,2.0,1.0,107.9,9.991
Acciaio_Mite_S235,212106.5,244.2,4.4,32,4.0,1.0,117.25,8.23
Alluminio_5052_H32,69977.4,199.0,1.4,12,1.5,1.5,82.58,4.483
Alluminio_6061_T6,68752.2,286.6,6.9,60,0.8,2.0,123.55,14.805
Acciaio_Mite_S235,211405.0,212.9,3.8,32,1.5,3.0,106.53,9.802
Acciaio_Inox_304,194276.2,278.8,6.2,50,3.0,1.5,102.32,17.103
Alluminio_5052_H32,70428.8,191.8,6.4,50,1.5,1.5,130.27,10.666
Alluminio_6061_T6,64550.9,271.4,1.8,16,2.0,1.5,94.91,5.515
Alluminio_5052_H32,71795.7,172.7,1.5,12,0.8,1.0,136.88,2.107
Alluminio_6061_T6,70248.1,274.2,7.3,60,3.0,2.0,159.35,5.215
Acciaio_Mite_S235,204928.0,244.8,2.4,20,0.8,3.0,134.6,3.584
Alluminio_5052_H32,71380.8,190.8,4.9,40,1.5,1.5,82.27,18.734
Alluminio_5052_H32,71084.4,204.5,6.1,50,4.0,1.5,114.81,13.889
Alluminio_5052_H32,70139.7,166.4,1.3,10,4.0,1.5,105.68,2.045
Alluminio_6061_T6,67839.3,275.8,4.3,32,2.0,2.0,112.41,8.965
Acciaio_Inox_304,195370.9,291.0,4.3,32,1.5,3.0,158.73,2.803
Alluminio_6061_T6,69729.0,251.9,2.4,20,1.5,1.0,104.65,6.43
Acciaio_Inox_304,198435.7,285.7,3.9,32,0.8,2.0,121.38,7.908
Acciaio_Inox_304,190258.1,266.4,3.4,24,3.0,1.0,107.27,6.955
Alluminio_6061_T6,68398.2,259.3,5.5,40,3.0,1.0,128.36,8.719
Acciaio_Mite_S235,208897.2,253.5,3.2,24,1.5,1.5,92.48,9.215
Alluminio_5052_H32,71131.1,190.7,1.3,10,1.5,1.5,135.53,1.837
Acciaio_Inox_304,197974.9,282.6,5.8,50,2.0,1.5,130.02,10.742
Acciaio_Mite_S235,214146.7,232.2,5.8,50,1.0,1.0,84.41,23.699
Alluminio_5052_H32,68452.4,182.8,4.7,40,1.5,2.0,118.39,10.536
Acciaio_Mite_S235,206615.1,230.3,3.6,32,0.8,1.5,104.6,10.807
Alluminio_5052_H32,69503.7,191.1,4.1,32,1.5,1.5,155.26,3.545
Alluminio_5052_H32,67252.3,179.7,3.3,24,1.0,3.0,116.69,6.067
Alluminio_6061_T6,66478.7,268.1,5.9,50,1.5,1.0,102.84,17.724
Alluminio_5052_H32,69512.8,182.8,4.7,40,4.0,1.5,107.83,12.043
Alluminio_6061_T6,71027.4,267.9,4.2,32,0.8,1.5,158.3,2.781
Alluminio_5052_H32,67922.6,203.1,2.5,20,0.8,3.0,81.66,8.314
Acciaio_Inox_304,197455.3,273.3,7.9,60,1.0,1.0,105.35,20.373
Acciaio_Mite_S235,210079.3,234.7,3.0,24,3.0,2.0,152.19,2.768
Acciaio_Inox_304,196695.6,307.0,4.2,32,0.8,3.0,114.18,8.909
Acciaio_Mite_S235,205603.1,232.5,3.8,32,1.5,1.0,157.29,3.162
Acciaio_Inox_304,195015.6,273.1,4.1,32,1.5,2.0,118.13,8.3
Acciaio_Inox_304,190313.2,288.8,6.5,50,1.5,1.5,115.82,13.984
Alluminio_5052_H32,67204.1,201.1,3.4,24,0.8,3.0,98.28,8.004
Acciaio_Inox_304,190566.3,308.2,6.7,50,1.0,1.5,146.33,7.169
Acciaio_Mite_S235,209563.2,256.9,2.5,20,1.0,1.0,149.0,2.717
Acciaio_Inox_304,189868.0,300.3,1.8,16,1.0,2.0,100.42,5.203
Alluminio_6061_T6,68544.9,245.3,7.3,60,4.0,2.0,110.85,17.787
Acciaio_Mite_S235,208134.9,249.9,3.7,32,1.0,1.0,110.04,10.035
Alluminio_6061_T6,67656.2,261.2,4.4,32,4.0,2.0,101.22,10.163
Alluminio_5052_H32,68381.2,187.4,5.2,40,2.0,1.5,117.57,10.716
Alluminio_5052_H32,70770.0,189.4,1.3,10,0.8,3.0,135.64,1.688
Alluminio_5052_H32,69824.3,186.4,2.8,24,3.0,1.5,144.24,3.487
Alluminio_5052_H32,68930.0,170.3,5.5,40,0.8,1.0,154.99,4.267
Acciaio_Mite_S235,208545.9,229.8,1.4,12,4.0,1.0,144.72,1.665
Alluminio_5052_H32,69561.6,201.6,2.6,20,0.8,2.0,135.34,3.619
Acciaio_Mite_S235,214835.7,238.4,3.1,24,4.0,1.5,145.82,3.412
Alluminio_6061_T6,70454.9,288.5,5.9,50,1.0,1.0,159.42,4.323
Alluminio_6061_T6,69265.8,285.4,1.1,8,1.5,2.0,87.34,2.03
Acciaio_Inox_304,195867.2,276.2,5.1,40,1.5,3.0,93.86,15.179
Alluminio_6061_T6,68948.7,268.2,2.3,20,1.0,2.0,136.73,3.654
Alluminio_5052_H32,68171.0,180.0,4.5,32,0.8,2.0,82.55,14.409
Acciaio_Mite_S235,204532.3,252.3,3.5,24,1.0,2.0,114.25,6.542
Alluminio_6061_T6,70177.8,270.8,6.9,60,2.0,1.5,124.71,14.34
Alluminio_6061_T6,68710.7,273.8,3.3,24,4.0,1.0,126.69,5.102
Alluminio_5052_H32,68735.9,195.8,6.9,60,3.0,2.0,88.69,25.511
Alluminio_6061_T6,68857.5,291.1,4.5,32,2.0,3.0,84.73,12.891
Alluminio_5052_H32,69536.5,191.1,1.6,12,3.0,3.0,152.21,1.403
Acciaio_Mite_S235,210417.5,237.0,4.4,32,1.0,1.0,114.84,9.106
Alluminio_6061_T6,71023.7,280.3,4.9,40,2.0,3.0,130.42,8.217
Acciaio_Inox_304,190554.9,304.7,6.4,50,0.8,2.0,138.02,8.947
Alluminio_5052_H32,68093.5,199.9,6.7,50,0.8,3.0,86.61,21.761
Acciaio_Mite_S235,213670.1,224.0,4.0,32,4.0,1.0,106.95,9.603
Alluminio_5052_H32,68439.9,193.0,4.1,32,1.0,2.0,137.74,5.795
Acciaio_Mite_S235,199932.9,220.7,1.4,12,4.0,1.5,111.33,2.583
Acciaio_Mite_S235,217112.2,228.4,1.5,12,3.0,2.0,81.15,3.524
Acciaio_Mite_S235,209254.3,249.3,4.7,40,1.5,3.0,88.47,16.587
Acciaio_Mite_S235,209516.1,240.3,4.6,40,1.0,1.5,141.84,6.584
Acciaio_Mite_S235,208277.4,214.9,1.5,12,4.0,1.5,137.97,1.798
Acciaio_Mite_S235,207702.8,223.0,1.5,12,1.0,2.0,147.48,1.68
Alluminio_5052_H32,71597.7,184.8,7.7,60,4.0,1.5,108.91,18.342
Acciaio_Inox_304,197968.9,262.3,2.9,24,0.8,2.0,141.21,3.94
Alluminio_6061_T6,69879.5,261.5,2.2,16,1.5,2.0,90.25,5.548
Alluminio_6061_T6,69171.9,290.9,5.3,40,3.0,1.0,141.87,6.302
Acciaio_Inox_304,190480.1,283.0,2.4,20,1.5,1.5,126.41,4.348
Alluminio_5052_H32,68459.2,197.9,4.3,32,0.8,2.0,108.4,9.913
Alluminio_6061_T6,70247.8,277.5,5.7,50,1.0,1.5,120.23,13.064
Acciaio_Mite_S235,215072.3,245.0,6.5,50,2.0,3.0,121.05,12.378
Alluminio_5052_H32,68920.4,203.5,3.9,32,4.0,3.0,153.46,3.449
Acciaio_Mite_S235,213284.6,239.0,1.8,16,1.5,1.0,119.91,3.88
Alluminio_5052_H32,69697.5,206.4,4.7,40,2.0,3.0,137.59,7.153
Acciaio_Mite_S235,209382.2,242.6,1.5,12,3.0,3.0,139.72,1.816
Acciaio_Mite_S235,207574.9,237.0,6.9,60,0.8,2.0,121.46,15.4
Acciaio_Mite_S235,201561.8,227.9,4.9,40,1.0,1.5,86.27,17.828
Alluminio_5052_H32,70076.5,201.6,7.0,60,4.0,1.5,158.81,5.462
Acciaio_Inox_304,197529.7,265.6,1.4,12,3.0,1.0,123.96,2.445
Alluminio_5052_H32,66897.3,175.3,5.0,40,2.0,2.0,98.57,14.265
Acciaio_Inox_304,193212.7,308.3,6.0,50,3.0,3.0,111.69,14.478
Alluminio_6061_T6,70730.5,309.7,3.8,32,1.0,1.0,108.72,10.059
Acciaio_Inox_304,190893.7,310.2,3.5,24,4.0,1.0,102.36,7.258
Alluminio_5052_H32,68600.4,215.7,7.8,60,3.0,3.0,82.17,27.269
Alluminio_6061_T6,68017.8,285.3,2.7,20,4.0,1.0,124.15,4.326
Acciaio_Inox_304,187419.8,284.7,3.0,24,0.8,1.0,83.38,11.062
Acciaio_Inox_304,200230.1,266.0,7.6,60,0.8,1.5,94.8,23.986
Acciaio_Inox_304,193405.2,293.9,5.7,50,4.0,1.0,126.02,11.381
Alluminio_5052_H32,68576.3,206.6,2.9,24,1.5,1.5,157.88,2.166
Alluminio_6061_T6,67867.2,252.4,3.1,24,0.8,3.0,120.25,5.79
Acciaio_Mite_S235,210614.6,234.5,1.6,12,1.0,1.5,103.85,3.609
Acciaio_Mite_S235,214842.3,226.1,7.7,60,0.8,1.0,150.61,7.364
Acciaio_Inox_304,192975.7,322.4,7.1,60,3.0,1.5,144.29,9.136
Alluminio_5052_H32,68436.1,184.2,8.0,60,1.0,1.5,127.08,13.681
Acciaio_Inox_304,193383.0,323.0,3.0,24,2.0,1.5,128.34,5.115
Alluminio_6061_T6,69281.7,265.7,4.8,40,2.0,2.0,103.01,13.602
Alluminio_5052_H32,69860.0,191.6,1.2,10,1.5,3.0,88.44,2.661
Alluminio_5052_H32,70677.6,195.8,4.9,40,1.0,2.0,130.7,8.474
Alluminio_5052_H32,71105.3,211.0,1.9,16,4.0,2.0,139.61,2.281
Acciaio_Mite_S235,216696.3,232.3,4.9,40,1.5,2.0,124.4,9.442
Acciaio_Mite_S235,205487.0,239.5,4.0,32,1.5,3.0,126.82,7.112
Alluminio_6061_T6,68605.6,273.2,7.6,60,4.0,1.5,142.96,9.311
Acciaio_Inox_304,199906.5,272.4,6.4,50,4.0,2.0,145.46,7.206
Acciaio_Inox_304,194291.2,274.9,3.3,24,0.8,1.0,132.71,4.764
Alluminio_6061_T6,66323.2,254.7,7.1,60,2.0,1.5,134.42,11.624
Acciaio_Mite_S235,209621.9,269.5,7.7,60,3.0,3.0,111.89,17.436
Alluminio_6061_T6,68864.8,275.6,4.5,32,2.0,1.5,85.42,13.556
Alluminio_6061_T6,69011.0,282.4,1.0,8,4.0,2.0,89.74,1.158
Acciaio_Mite_S235,211358.9,231.7,4.5,32,1.0,1.0,99.0,11.59
Alluminio_6061_T6,66968.3,267.9,5.1,40,2.0,3.0,144.24,5.956
Alluminio_5052_H32,70303.8,191.1,3.8,32,4.0,2.0,124.01,7.257
Acciaio_Mite_S235,211794.4,246.4,4.1,32,2.0,3.0,88.84,12.426
Alluminio_5052_H32,69115.2,199.5,5.7,50,0.8,1.5,112.5,15.115
Alluminio_6061_T6,66990.5,267.0,1.4,12,1.0,2.0,141.46,1.959
Acciaio_Mite_S235,215095.6,236.4,4.8,40,0.8,1.5,113.26,11.79
Alluminio_6061_T6,69939.7,244.6,3.0,24,3.0,2.0,92.38,8.569
Acciaio_Inox_304,184428.3,271.0,3.9,32,4.0,2.0,97.43,10.713
Alluminio_6061_T6,68287.5,286.1,7.0,60,1.5,3.0,152.28,7.036
Acciaio_Inox_304,188184.2,281.8,6.2,50,4.0,3.0,152.12,5.862
Alluminio_6061_T6,69401.1,270.1,5.1,40,3.0,2.0,154.16,4.288
Acciaio_Mite_S235,212914.4,234.9,6.2,50,2.0,1.5,81.46,23.896
